,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,duration_in_s,strict_es_overlap,loose_es_overlap
2903,P03_117_175,P03,P03_117,00:08:51.100,00:08:50.71,00:08:53.33,26535,26666,tap sink strainer against side of bin,tap,32,strainer:sink,39,"['strainer:sink', 'side:bin']","[39, 36]",2.62,True,True
2904,P03_117_182,P03,P03_117,00:09:02.350,00:09:01.70,00:09:03.30,27085,27164,put sponge back on side,put-on,1,sponge,9,"['sponge', 'side']","[9, 42]",1.6,False,True
2905,P03_117_184,P03,P03_117,00:09:03.850,00:09:03.54,00:09:04.19,27177,27209,put washing up bowl in sink,put,1,bowl:washing:up,7,"['bowl:washing:up', 'sink']","[7, 63]",0.65,False,True
2906,P03_117_189,P03,P03_117,00:09:15.850,00:09:13.00,00:09:16.27,27650,27813,put down plate,put-down,1,plate,2,['plate'],[2],3.27,False,True
2907,P03_117_191,P03,P03_117,00:09:18.640,00:09:18.33,00:09:19.40,27916,27970,put down knife,put-down,1,knife,4,['knife'],[4],1.07,False,True
2908,P03_117_198,P03,P03_117,00:09:29.850,00:09:29.34,00:09:30.30,28467,28514,put tupperware down on side,put-down,1,tupperware,23,"['tupperware', 'side']","[23, 42]",0.96,False,True
2909,P03_117_199,P03,P03_117,00:09:31.350,00:09:30.89,00:09:31.82,28544,28591,put down cheese,put-down,1,cheese,32,['cheese'],[32],0.93,False,True
2910,P03_117_2,P03,P03_117,00:00:06.852,00:00:06.80,00:00:07.79,340,389,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],0.99,False,False
2911,P03_117_200,P03,P03_117,00:09:32.100,00:09:32.40,00:09:33.05,28620,28652,put down butter,put-down,1,butter,78,['butter'],[78],0.65,False,True
2912,P03_117_203,P03,P03_117,00:09:49.850,00:09:49.91,00:09:50.73,29495,29536,put bread on plate,put-on,1,bread,33,"['bread', 'plate']","[33, 2]",0.82,False,False
2913,P03_117_226,P03,P03_117,00:10:51.655,00:10:51.42,00:10:52.20,32570,32610,put film on butter,put-on,1,film,100,"['film', 'butter']","[100, 78]",0.78,False,True
2914,P03_117_230,P03,P03_117,00:10:56.155,00:10:56.27,00:10:57.11,32813,32855,put down knife,put-down,1,knife,4,['knife'],[4],0.84,False,True
2915,P03_117_233,P03,P03_117,00:11:01.192,00:11:00.65,00:11:01.33,33032,33066,put down cheese,put-down,1,cheese,32,['cheese'],[32],0.68,False,True
2916,P03_117_242,P03,P03_117,00:11:21.655,00:11:20.58,00:11:23.92,34029,34196,create sandwich,create,1,sandwich,164,['sandwich'],[164],3.34,False,True
2917,P03_117_244,P03,P03_117,00:11:29.243,00:11:28.29,00:11:29.56,34414,34478,put down knife,put-down,1,knife,4,['knife'],[4],1.27,False,True
2918,P03_117_25,P03,P03_117,00:01:28.852,00:01:28.89,00:01:29.70,4444,4485,put tupperware on drying rack,put-on,1,tupperware,23,"['tupperware', 'rack:drying']","[23, 110]",0.81,False,False
2919,P03_117_28,P03,P03_117,00:01:42.102,00:01:41.83,00:01:45.25,5091,5262,put bowl on drying rack,put-on,1,bowl,7,"['bowl', 'rack:drying']","[7, 110]",3.42,False,True
2920,P03_117_3,P03,P03_117,00:00:07.351,00:00:06.86,00:00:07.64,343,382,put down bowl,put-down,1,bowl,7,['bowl'],[7],0.78,False,False
2921,P03_117_31,P03,P03_117,00:01:51.601,00:01:51.15,00:01:52.47,5557,5623,put bottom of spring form cake tin on drying rack,put-on,1,bottom:spring:form,35,"['bottom:spring:form', 'tin:cake', 'rack:drying']","[35, 35, 110]",1.32,False,True
2922,P03_117_37,P03,P03_117,00:01:58.876,00:01:58.76,00:01:59.55,5938,5977,put down saucepan lid,put-down,1,lid:saucepan,6,['lid:saucepan'],[6],0.79,False,True
2923,P03_117_42,P03,P03_117,00:02:14.102,00:02:13.73,00:02:15.50,6686,6775,put plate on drying rack,put-on,1,plate,2,"['plate', 'rack:drying']","[2, 110]",1.77,False,True
2924,P03_117_48,P03,P03_117,00:02:35.852,00:02:35.47,00:02:36.57,7773,7828,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],1.1,False,True
2925,P03_117_5,P03,P03_117,00:00:09.351,00:00:09.24,00:00:10.25,462,512,put washing up liquid in washing up bowl,put,1,liquid:washing:up,22,"['liquid:washing:up', 'bowl:washing:up']","[22, 7]",1.01,False,True
2926,P03_117_50,P03,P03_117,00:02:37.601,00:02:37.67,00:02:38.31,7883,7915,put down saucepan lid,put-down,1,lid:saucepan,6,['lid:saucepan'],[6],0.64,False,True
2927,P03_117_53,P03,P03_117,00:02:57.852,00:02:57.40,00:02:59.00,8870,8950,put saucepan on drying rack,put-on,1,saucepan,5,"['saucepan', 'rack:drying']","[5, 110]",1.6,False,True
2928,P03_117_56,P03,P03_117,00:03:04.101,00:03:04.11,00:03:04.82,9205,9241,put down plate,put-down,1,plate,2,['plate'],[2],0.71,False,True
2929,P03_117_6,P03,P03_117,00:00:10.851,00:00:10.59,00:00:11.37,529,568,put washing up liquid back on side,put,1,side,42,['side'],[42],0.78,False,True
2930,P03_117_61,P03,P03_117,00:03:31.602,00:03:31.42,00:03:32.87,10571,10643,put cheese grater on drying rack,put-on,1,grater:cheese,96,"['grater:cheese', 'rack:drying']","[96, 110]",1.45,False,True
2931,P03_117_79,P03,P03_117,00:04:25.101,00:04:24.35,00:04:26.28,13217,13313,put saucepan on drying rack,put-on,1,saucepan,5,"['saucepan', 'rack:drying']","[5, 110]",1.93,False,False
2932,P03_117_80,P03,P03_117,00:04:27.602,00:04:26.31,00:04:27.77,13315,13388,put tupperware down,put,1,tupperware,23,['tupperware'],[23],1.46,False,False
2933,P03_117_88,P03,P03_117,00:05:01.102,00:04:59.13,00:05:01.75,14956,15087,put tupperware down,put,1,tupperware,23,['tupperware'],[23],2.62,False,True
2934,P03_117_92,P03,P03_117,00:05:06.852,00:05:05.87,00:05:07.23,15293,15361,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23],1.36,False,True
2935,P03_117_96,P03,P03_117,00:05:17.601,00:05:17.40,00:05:18.40,15869,15919,put tupperware on drying rack,put-on,1,tupperware,23,"['tupperware', 'rack:drying']","[23, 110]",1.0,False,True
2936,P03_118_1,P03,P03_118,00:00:03.353,00:00:03.75,00:00:04.22,187,211,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23],0.47,False,True
2937,P03_118_11,P03,P03_118,00:00:14.853,00:00:14.62,00:00:15.22,731,761,put crumb on plate,put-on,1,plate,2,['plate'],[2],0.6,False,True
2938,P03_118_19,P03,P03_118,00:00:35.881,00:00:33.91,00:00:36.27,1695,1813,put down box of breadsticks,put-down,1,box:breadstick,23,['box:breadstick'],[23],2.36,False,True
2939,P03_118_2,P03,P03_118,00:00:04.353,00:00:04.45,00:00:04.99,222,249,put down lid,put-down,1,lid,6,['lid'],[6],0.54,False,True
2940,P03_118_22,P03,P03_118,00:00:40.629,00:00:40.37,00:00:41.37,2018,2068,put down breadsticks,put-down,1,breadstick,226,['breadstick'],[226],1.0,False,False
2941,P03_118_23,P03,P03_118,00:00:42.101,00:00:41.40,00:00:42.54,2070,2127,put cardboard on side,put-on,1,cardboard,26,"['cardboard', 'side']","[26, 42]",1.14,True,True
2942,P03_118_30,P03,P03_118,00:01:14.601,00:01:13.51,00:01:15.10,3675,3754,put breadsticks on plate,put-on,1,breadstick,226,"['breadstick', 'plate']","[226, 2]",1.59,False,True
2943,P03_118_32,P03,P03_118,00:01:17.352,00:01:17.33,00:01:18.00,3866,3900,put breadsticks on plate,put-on,1,breadstick,226,"['breadstick', 'plate']","[226, 2]",0.67,False,True
2944,P03_118_34,P03,P03_118,00:01:19.101,00:01:19.02,00:01:19.61,3951,3980,put breadstick on plate,put-on,1,plate,2,['plate'],[2],0.59,False,True
2945,P03_118_36,P03,P03_118,00:01:21.101,00:01:19.00,00:01:19.75,3950,3987,put bread stick on plate,put-on,1,stick:bread,226,"['stick:bread', 'plate']","[226, 2]",0.75,False,True
2946,P03_118_37,P03,P03_118,00:01:22.102,00:01:19.53,00:01:21.80,3976,4090,put down breadsticks,put-down,1,breadstick,226,['breadstick'],[226],2.27,False,True
2947,P03_118_40,P03,P03_118,00:01:26.601,00:01:26.25,00:01:27.27,4312,4363,put box of breadsticks in cupboard,put,1,box:breadstick,23,"['box:breadstick', 'cupboard']","[23, 3]",1.02,False,False
2948,P03_118_43,P03,P03_118,00:01:30.852,00:01:30.62,00:01:30.93,4531,4546,put down bag,put-down,1,bag,19,['bag'],[19],0.31,False,False
2949,P03_118_62,P03,P03_118,00:02:01.134,00:02:00.56,00:02:01.65,6028,6082,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23],1.09,False,True
2950,P03_118_64,P03,P03_118,00:02:03.100,00:02:02.58,00:02:03.46,6129,6173,put knife and plate on side,put-on,1,knife,4,"['knife', 'plate', 'side']","[4, 2, 42]",0.88,False,True
2951,P03_118_8,P03,P03_118,00:00:13.350,00:00:13.36,00:00:13.81,668,690,put down knife,put-down,1,knife,4,['knife'],[4],0.45,False,False
2952,P03_118_9,P03,P03_118,00:00:13.853,00:00:13.85,00:00:14.29,692,714,put down sandwiches,put-down,1,sandwich,164,['sandwich'],[164],0.44,False,True
2953,P03_119_102,P03,P03_119,00:05:02.350,00:05:01.43,00:05:03.05,15071,15152,put tongs on drying rack,put-on,1,tongs,142,"['tongs', 'rack:drying']","[142, 110]",1.62,False,True
2954,P03_119_105,P03,P03_119,00:05:10.100,00:05:09.74,00:05:11.29,15487,15564,put bread knife on drying rack,put-on,1,knife:bread,4,"['knife:bread', 'rack:drying']","[4, 110]",1.55,False,True
2955,P03_119_114,P03,P03_119,00:06:05.100,00:06:05.06,00:06:05.64,18253,18282,put spatula on drying rack,put-on,1,spatula,20,"['spatula', 'rack:drying']","[20, 110]",0.58,False,False
2956,P03_119_118,P03,P03_119,00:06:17.350,00:06:17.40,00:06:18.82,18870,18941,put tupperware lid on drying rack,put-on,1,lid:tupperware,6,"['lid:tupperware', 'rack:drying']","[6, 110]",1.42,False,True
2957,P03_119_12,P03,P03_119,00:00:26.351,00:00:25.62,00:00:26.64,1281,1332,put tray on counter,put-on,1,tray,35,"['tray', 'counter']","[35, 42]",1.02,False,True
2958,P03_119_122,P03,P03_119,00:06:41.350,00:06:40.65,00:06:43.02,20032,20151,put tupperware on drying rack,put-on,1,tupperware,23,"['tupperware', 'rack:drying']","[23, 110]",2.37,False,True
2959,P03_119_126,P03,P03_119,00:07:09.350,00:07:09.17,00:07:09.72,21458,21486,put down sponge,put-down,1,sponge,9,['sponge'],[9],0.55,False,True
2960,P03_119_129,P03,P03_119,00:07:28.397,00:07:27.96,00:07:28.79,22398,22439,put cutting board on counter,put-on,1,board:cutting,18,"['board:cutting', 'counter']","[18, 42]",0.83,False,False
2961,P03_119_130,P03,P03_119,00:07:30.850,00:07:30.86,00:07:31.46,22543,22573,put tea towel on rack,put-on,1,towel:tea,52,"['towel:tea', 'rack']","[52, 110]",0.6,False,True
2962,P03_119_142,P03,P03_119,00:08:19.609,00:08:18.97,00:08:20.57,24948,25028,put clip top jar on baking tray,put-on,1,clip:top:jar,40,"['clip:top:jar', 'tray:baking']","[40, 35]",1.6,False,False
2963,P03_119_15,P03,P03_119,00:00:32.352,00:00:31.83,00:00:33.76,1591,1688,put clip top jars down on counter,put-down,1,clip:top:jar,40,"['clip:top:jar', 'counter']","[40, 42]",1.93,False,True
2964,P03_119_151,P03,P03_119,00:09:02.653,00:09:02.23,00:09:02.98,27111,27149,put seal of clip top jar down on counter,put-down,1,seal:clip:top:jar,6,"['seal:clip:top:jar', 'counter']","[6, 42]",0.75,False,True
2965,P03_119_153,P03,P03_119,00:09:13.601,00:09:11.95,00:09:14.49,27597,27724,put clip top jar down on baking tray,put-down,1,jar:clip:top,40,"['jar:clip:top', 'tray:baking']","[40, 35]",2.54,False,False
2966,P03_119_162,P03,P03_119,00:09:42.600,00:09:42.05,00:09:43.45,29102,29172,put clip top jar down on baking tray,put-down,1,jar:clip:top,40,"['jar:clip:top', 'tray:baking']","[40, 35]",1.4,False,True
2967,P03_119_163,P03,P03_119,00:09:45.100,00:09:45.02,00:09:45.55,29251,29277,put seal of clip top jar down on counter,put-down,1,seal:clip:top:jar,6,"['seal:clip:top:jar', 'counter']","[6, 42]",0.53,False,True
2968,P03_119_166,P03,P03_119,00:09:48.850,00:09:48.68,00:09:49.72,29433,29486,put clip top jar down,put-down,1,jar:clip:top,40,['jar:clip:top'],[40],1.04,False,True
2969,P03_119_167,P03,P03_119,00:09:50.350,00:09:50.12,00:09:51.20,29506,29560,put seal of clip top jar down on counter,put-down,1,seal:clip:top:jar,6,"['seal:clip:top:jar', 'counter']","[6, 42]",1.08,False,False
2970,P03_119_173,P03,P03_119,00:10:11.100,00:10:10.51,00:10:12.02,30525,30601,put down clip top jar seal,put-down,1,clip,129,['clip'],[129],1.51,False,True
2971,P03_119_182,P03,P03_119,00:10:26.350,00:10:26.12,00:10:26.99,31306,31349,put knife on drying rack,put-on,1,knife,4,"['knife', 'rack:drying']","[4, 110]",0.87,False,True
2972,P03_119_185,P03,P03_119,00:10:31.100,00:10:30.92,00:10:31.57,31545,31578,put fork on drying rack,put-on,1,fork,14,"['fork', 'rack:drying']","[14, 110]",0.65,False,True
2973,P03_119_188,P03,P03_119,00:10:35.100,00:10:34.61,00:10:35.69,31730,31784,put fork on drying rack,put-on,1,fork,14,"['fork', 'rack:drying']","[14, 110]",1.08,False,True
2974,P03_119_191,P03,P03_119,00:10:39.350,00:10:38.74,00:10:39.93,31937,31996,put knife on drying rack,put-on,1,knife,4,"['knife', 'rack:drying']","[4, 110]",1.19,False,True
2975,P03_119_194,P03,P03_119,00:10:43.100,00:10:42.89,00:10:43.88,32144,32194,put knife on drying rack,put-on,1,knife,4,"['knife', 'rack:drying']","[4, 110]",0.99,False,True
2976,P03_119_197,P03,P03_119,00:10:47.350,00:10:47.24,00:10:48.10,32362,32405,put knife on drying rack,put-on,1,knife,4,"['knife', 'rack:drying']","[4, 110]",0.86,False,True
2977,P03_119_199,P03,P03_119,00:10:49.850,00:10:49.15,00:10:50.50,32457,32525,put down washing up bowl,put-down,1,bowl:washing:up,7,['bowl:washing:up'],[7],1.35,False,True
2978,P03_119_207,P03,P03_119,00:11:03.100,00:11:03.14,00:11:03.70,33157,33185,put down washing up bowl in sink,put-down,1,bowl:washing:up,7,"['bowl:washing:up', 'sink']","[7, 63]",0.56,False,True
2979,P03_119_209,P03,P03_119,00:11:06.350,00:11:05.20,00:11:06.55,33260,33327,put down sponge,put-down,1,sponge,9,['sponge'],[9],1.35,False,True
2980,P03_119_28,P03,P03_119,00:01:04.350,00:01:03.49,00:01:04.01,3174,3200,put down tongs and scissors,put-down,1,tongs,142,"['tongs', 'scissors']","[142, 79]",0.52,False,True
2981,P03_119_29,P03,P03_119,00:01:04.889,00:01:04.94,00:01:05.64,3247,3282,put down knife,put-down,1,knife,4,['knife'],[4],0.7,False,True
2982,P03_119_31,P03,P03_119,00:01:09.350,00:01:07.00,00:01:09.95,3350,3497,put down glass,put-down,1,glass,10,['glass'],[10],2.95,False,True
2983,P03_119_4,P03,P03_119,00:00:10.602,00:00:10.58,00:00:11.13,529,556,put washing up liquid back on shelf,put,1,shelf,247,['shelf'],[247],0.55,False,True
2984,P03_119_40,P03,P03_119,00:01:19.600,00:01:19.48,00:01:20.22,3974,4011,put down glass,put-down,1,glass,10,['glass'],[10],0.74,False,True
2985,P03_119_41,P03,P03_119,00:01:21.350,00:01:20.98,00:01:21.59,4049,4079,throw sponge in bin,throw-in,13,sponge,9,"['sponge', 'bin']","[9, 36]",0.61,False,True
2986,P03_119_47,P03,P03_119,00:01:28.850,00:01:28.55,00:01:29.60,4427,4480,wet sponge,wet,62,sponge,9,['sponge'],[9],1.05,False,False
2987,P03_119_94,P03,P03_119,00:04:33.600,00:04:33.18,00:04:33.82,13659,13691,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23],0.64,False,True
2988,P03_11_14,P03,P03_11,00:00:46.949,00:00:44.78,00:00:45.79,2686,2747,put knife,put,1,knife,4,['knife'],[4],1.01,False,True
2989,P03_11_17,P03,P03_11,00:00:50.100,00:00:48.88,00:00:49.38,2932,2962,place butter,place,1,butter,78,['butter'],[78],0.5,False,True
2990,P03_11_4,P03,P03_11,00:00:12.030,00:00:09.73,00:00:10.71,583,642,place pancake,place,1,pancake,184,['pancake'],[184],0.98,False,True
2991,P03_11_6,P03,P03_11,00:00:23.369,00:00:21.15,00:00:22.43,1269,1345,place pancake,place,1,pancake,184,['pancake'],[184],1.28,True,True
2992,P03_120_101,P03,P03_120,00:04:06.681,00:04:06.52,00:04:12.04,12326,12602,break apart slices of butter into large bowl,break-apart,30,slice:butter,78,"['slice:butter', 'bowl:large']","[78, 7]",5.52,False,True
2993,P03_120_115,P03,P03_120,00:04:56.850,00:04:55.04,00:04:56.72,14752,14836,put down grater,put-down,1,grater,96,['grater'],[96],1.68,False,True
2994,P03_120_12,P03,P03_120,00:00:34.352,00:00:34.24,00:00:34.77,1712,1738,put blueberries,put,1,blueberry,178,['blueberry'],[178],0.53,False,True
2995,P03_120_120,P03,P03_120,00:05:00.100,00:04:59.82,00:05:01.53,14991,15076,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.71,False,True
2996,P03_120_126,P03,P03_120,00:05:46.851,00:05:44.00,00:05:48.32,17200,17416,put down grater and bowl,put-down,1,grater,96,"['grater', 'bowl']","[96, 7]",4.32,False,True
2997,P03_120_129,P03,P03_120,00:05:52.850,00:05:52.71,00:05:53.33,17635,17666,put down lemon,put-down,1,lemon,105,['lemon'],[105],0.62,False,True
2998,P03_120_132,P03,P03_120,00:06:38.350,00:06:38.16,00:06:38.91,19908,19945,tap grater,tap,32,grater,96,['grater'],[96],0.75,False,True
2999,P03_120_133,P03,P03_120,00:06:39.100,00:06:39.00,00:06:39.52,19950,19976,put down grater,put-down,1,grater,96,['grater'],[96],0.52,False,True
3000,P03_120_135,P03,P03_120,00:06:40.100,00:06:40.08,00:06:40.63,20004,20031,put down bowl and grater,put-down,1,bowl,7,"['bowl', 'grater']","[7, 96]",0.55,False,True
3001,P03_120_136,P03,P03_120,00:06:40.850,00:06:38.16,00:06:41.21,19908,20060,put down lemon,put-down,1,lemon,105,['lemon'],[105],3.05,False,True
3002,P03_120_145,P03,P03_120,00:06:56.100,00:06:56.01,00:06:57.00,20800,20850,put tea towel on rack,put-on,1,towel:tea,52,"['towel:tea', 'rack']","[52, 110]",0.99,False,True
3003,P03_120_148,P03,P03_120,00:07:04.600,00:07:04.49,00:07:05.16,21224,21258,put down chefs knife,put-down,1,knife:chef,4,['knife:chef'],[4],0.67,False,True
3004,P03_120_15,P03,P03_120,00:00:38.602,00:00:38.71,00:00:39.14,1935,1957,put back margarine,put-back,1,margarine,78,['margarine'],[78],0.43,False,True
3005,P03_120_151,P03,P03_120,00:07:42.600,00:07:42.19,00:07:43.08,23109,23154,put down lemon half,put-down,1,half:lemon,105,['half:lemon'],[105],0.89,False,True
3006,P03_120_154,P03,P03_120,00:08:09.100,00:08:08.30,00:08:09.55,24415,24477,put down lemon half,put-down,1,half:lemon,105,['half:lemon'],[105],1.25,False,True
3007,P03_120_157,P03,P03_120,00:08:39.101,00:08:39.24,00:08:40.02,25962,26001,put down lemon half,put-down,1,half:lemon,105,['half:lemon'],[105],0.78,False,False
3008,P03_120_159,P03,P03_120,00:08:42.850,00:08:42.65,00:08:43.39,26132,26169,put down juicer,put-down,1,juicer,106,['juicer'],[106],0.74,False,False
3009,P03_120_163,P03,P03_120,00:09:16.850,00:09:16.02,00:09:17.54,27801,27877,put down lemon half,put-down,1,half:lemon,105,['half:lemon'],[105],1.52,False,True
3010,P03_120_17,P03,P03_120,00:00:42.129,00:00:41.15,00:00:42.27,2057,2113,put down tupperware of butter,put-down,1,tupperware:butter,23,['tupperware:butter'],[23],1.12,True,True
3011,P03_120_171,P03,P03_120,00:09:40.600,00:09:40.09,00:09:41.15,29004,29057,put down large bowl,put-down,1,bowl:large,7,['bowl:large'],[7],1.06,False,True
3012,P03_120_175,P03,P03_120,00:09:53.600,00:09:53.37,00:09:54.89,29668,29744,put large saucepan on hob,put-on,1,saucepan:large,5,"['saucepan:large', 'hob']","[5, 24]",1.52,False,True
3013,P03_120_177,P03,P03_120,00:09:55.600,00:09:55.32,00:09:56.46,29766,29823,put large bowl on large saucepan,put-on,1,bowl:large,7,"['bowl:large', 'saucepan:large']","[7, 5]",1.14,False,True
3014,P03_120_181,P03,P03_120,00:10:08.891,00:10:08.46,00:10:08.96,30423,30448,put down measuring cup,put-down,1,cup:measuring,13,['cup:measuring'],[13],0.5,False,True
3015,P03_120_183,P03,P03_120,00:10:09.850,00:10:09.80,00:10:10.35,30489,30517,put down tupperware of butter,put-down,1,tupperware:butter,23,['tupperware:butter'],[23],0.55,False,False
3016,P03_120_185,P03,P03_120,00:10:10.850,00:10:10.57,00:10:11.08,30528,30554,put down measuring cup,put-down,1,cup:measuring,13,['cup:measuring'],[13],0.51,False,True
3017,P03_120_188,P03,P03_120,00:10:14.100,00:10:13.95,00:10:14.75,30697,30737,put tupperware of butter in fridge,put-of,1,tupperware:butter,23,"['tupperware:butter', 'fridge']","[23, 12]",0.8,False,True
3018,P03_120_197,P03,P03_120,00:10:28.850,00:10:28.60,00:10:29.28,31430,31464,put down fork,put-down,1,fork,14,['fork'],[14],0.68,False,True
3019,P03_120_2,P03,P03_120,00:00:07.102,00:00:06.72,00:00:08.15,336,407,put down book,put-down,1,book,140,['book'],[140],1.43,False,False
3020,P03_120_200,P03,P03_120,00:10:33.100,00:10:32.18,00:10:34.45,31608,31722,tap egg,tap,32,egg,53,['egg'],[53],2.27,False,True
3021,P03_120_201,P03,P03_120,00:10:35.350,00:10:34.53,00:10:37.44,31726,31872,crack open egg into measuring jug,crack-into,30,egg:open,53,"['egg:open', 'jug:measuring']","[53, 66]",2.91,False,True
3022,P03_120_202,P03,P03_120,00:10:38.600,00:10:36.67,00:10:39.28,31833,31964,put down eggshells,put-down,1,eggshell,141,['eggshell'],[141],2.61,False,True
3023,P03_120_204,P03,P03_120,00:10:40.600,00:10:40.14,00:10:42.24,32007,32112,tap egg,tap,32,egg,53,['egg'],[53],2.1,False,True
3024,P03_120_205,P03,P03_120,00:10:43.350,00:10:42.21,00:10:45.17,32110,32258,crack open egg into measuring jug,crack-into,30,egg:open,53,"['egg:open', 'jug:measuring']","[53, 66]",2.96,False,True
3025,P03_120_21,P03,P03_120,00:00:46.350,00:00:45.82,00:00:46.85,2291,2342,put down tupperware of sugar,put-down,1,tupperware:sugar,23,['tupperware:sugar'],[23],1.03,False,True
3026,P03_120_221,P03,P03_120,00:11:49.350,00:11:48.79,00:11:49.92,35439,35496,tap fork against side of measuring jug,tap-against,32,fork,14,"['fork', 'side', 'jug:measuring']","[14, 42, 66]",1.13,False,True
3027,P03_120_223,P03,P03_120,00:11:53.100,00:11:52.88,00:11:53.59,35644,35679,tap fork against side of measuring jug,tap-against,32,fork,14,"['fork', 'side', 'jug:measuring']","[14, 42, 66]",0.71,False,True
3028,P03_120_224,P03,P03_120,00:11:53.850,00:11:53.59,00:11:54.07,35679,35703,put down measuring jug,put-down,1,jug:measuring,66,['jug:measuring'],[66],0.48,False,True
3029,P03_120_233,P03,P03_120,00:12:15.100,00:12:13.75,00:12:15.48,36687,36774,put tea towel on drying up rack,put-on,1,towel:tea,52,"['towel:tea', 'rack']","[52, 110]",1.73,False,True
3030,P03_120_235,P03,P03_120,00:12:21.141,00:12:20.46,00:12:22.43,37023,37121,tap spoon against side of bowl,tap,32,spoon,1,"['spoon', 'side:bowl']","[1, 7]",1.97,False,True
3031,P03_120_238,P03,P03_120,00:12:25.600,00:12:25.39,00:12:26.11,37269,37305,put down large bowl,put-down,1,bowl:large,7,['bowl:large'],[7],0.72,False,True
3032,P03_120_239,P03,P03_120,00:12:26.600,00:12:26.18,00:12:27.73,37309,37386,put down spoon on large bowl,put-down,1,spoon,1,"['spoon', 'bowl:large']","[1, 7]",1.55,False,True
3033,P03_120_24,P03,P03_120,00:00:58.100,00:00:58.04,00:00:58.76,2902,2938,put down large bowl,put-down,1,bowl:large,7,['bowl:large'],[7],0.72,False,True
3034,P03_120_240,P03,P03_120,00:12:28.100,00:12:27.69,00:12:28.36,37384,37418,put down spoon on counter,put-down,1,spoon,1,"['spoon', 'counter']","[1, 42]",0.67,False,True
3035,P03_120_247,P03,P03_120,00:12:40.100,00:12:39.35,00:12:40.67,37967,38033,put down large saucepan,put-down,1,saucepan:large,5,['saucepan:large'],[5],1.32,False,True
3036,P03_120_249,P03,P03_120,00:12:49.391,00:12:48.09,00:12:49.99,38404,38499,put down large bowl,put-down,1,bowl:large,7,['bowl:large'],[7],1.9,False,True
3037,P03_120_25,P03,P03_120,00:00:59.350,00:00:58.96,00:00:59.95,2948,2997,put down juicer,put-down,1,juicer,106,['juicer'],[106],0.99,False,True
3038,P03_120_253,P03,P03_120,00:13:21.388,00:13:21.26,00:13:21.91,40063,40095,put tupperware of sugar in cupboard,put-of,1,tupperware:sugar,23,"['tupperware:sugar', 'cupboard']","[23, 3]",0.65,False,True
3039,P03_120_30,P03,P03_120,00:01:04.392,00:01:04.00,00:01:05.04,3200,3252,put down large saucepan on hob,put-down,1,saucepan:large,5,"['saucepan:large', 'hob']","[5, 24]",1.04,False,True
3040,P03_120_32,P03,P03_120,00:01:06.600,00:01:06.33,00:01:07.52,3316,3376,put large bowl on large saucepan,put-on,1,bowl:large,7,"['bowl:large', 'saucepan:large']","[7, 5]",1.19,False,True
3041,P03_120_35,P03,P03_120,00:01:11.100,00:01:10.96,00:01:11.79,3548,3589,put down lid,put-down,1,lid,6,['lid'],[6],0.83,False,True
3042,P03_120_37,P03,P03_120,00:01:12.350,00:01:12.31,00:01:13.25,3615,3662,put down tupperware,put-down,1,tupperware,23,['tupperware'],[23],0.94,False,True
3043,P03_120_39,P03,P03_120,00:01:20.350,00:01:20.54,00:01:20.98,4026,4049,put down basic kitchen scales,put-down,1,scale:kitchen,108,['scale:kitchen'],[108],0.44,False,True
3044,P03_120_40,P03,P03_120,00:01:21.350,00:01:20.95,00:01:22.55,4047,4127,put down weight tray on top of scales,put-down,1,tray:weight,35,"['tray:weight', 'top:scale']","[35, 108]",1.6,False,True
3045,P03_120_45,P03,P03_120,00:01:29.850,00:01:29.24,00:01:30.08,4462,4504,put down bowl,put-down,1,bowl,7,['bowl'],[7],0.84,False,False
3046,P03_120_48,P03,P03_120,00:01:34.100,00:01:34.26,00:01:34.82,4713,4741,put down lid of sugar,put-down,1,lid:sugar,6,['lid:sugar'],[6],0.56,False,True
3047,P03_120_51,P03,P03_120,00:01:43.850,00:01:43.83,00:01:44.33,5191,5216,put down tupperware of sugar,put-down,1,tupperware:sugar,23,['tupperware:sugar'],[23],0.5,False,False
3048,P03_120_55,P03,P03_120,00:01:56.600,00:01:53.05,00:01:56.52,5652,5826,tap weight tray,tap,32,tray:weight,35,['tray:weight'],[35],3.47,False,True
3049,P03_120_56,P03,P03_120,00:01:59.850,00:01:58.72,00:02:00.23,5936,6011,put tray rack on top of scales,put-on,1,rack:tray,110,"['rack:tray', 'top:scale']","[110, 108]",1.51,False,True
3050,P03_120_63,P03,P03_120,00:02:13.350,00:02:12.81,00:02:13.56,6640,6678,put down paring knife,put-down,1,knife:paring,4,['knife:paring'],[4],0.75,False,True
3051,P03_120_64,P03,P03_120,00:02:19.100,00:02:18.64,00:02:19.33,6931,6966,put down butter,put-down,1,butter,78,['butter'],[78],0.69,False,True
